trace_id,episode_id,model,training_seed,evaluation_seed,round_index,partner_adaptivity,focal_action,focal_payoff,forecast,forecast_target,ema_forecast,group_size,p_cc,p_cd,p_dc,p_dd
trace-09,synthetic-D-1103,D,1103,,6,nonadaptive,D,0.0,0.4,0.0,0.16384000000000007,1,0.0,0.0,0.0,1.0
trace-09,synthetic-D-1103,D,1103,,7,adaptive,C,4.0,0.4,1.0,0.13107200000000005,1,1.0,0.0,0.0,0.0
trace-09,synthetic-D-1103,D,1103,,8,adaptive,D,5.0,0.4,1.0,0.30485760000000006,1,0.0,0.0,1.0,0.0
trace-09,synthetic-D-1103,D,1103,,9,adaptive,C,4.0,0.4,1.0,0.44388608000000007,1,1.0,0.0,0.0,0.0
trace-09,synthetic-D-1103,D,1103,,10,adaptive,D,5.0,0.4,1.0,0.5551088640000001,1,0.0,0.0,1.0,0.0
trace-10,synthetic-E-1101,E,1101,,1,adaptive,D,2.0,0.2,1.0,0.5,1,0.0,0.0,1.0,0.0
trace-10,synthetic-E-1101,E,1101,,2,adaptive,D,2.0,0.2,1.0,0.6000000000000001,1,0.0,0.0,1.0,0.0
trace-10,synthetic-E-1101,E,1101,,3,adaptive,C,1.0,0.2,1.0,0.6800000000000002,1,1.0,0.0,0.0,0.0
trace-10,synthetic-E-1101,E,1101,,4,adaptive,C,1.0,0.2,1.0,0.7440000000000002,1,1.0,0.0,0.0,0.0
trace-10,synthetic-E-1101,E,1101,,5,adaptive,D,0.0,0.2,0.0,0.7952000000000001,1,0.0,0.0,0.0,1.0
trace-10,synthetic-E-1101,E,1101,,6,adaptive,D,2.0,0.2,1.0,0.6361600000000002,1,0.0,0.0,1.0,0.0
trace-10,synthetic-E-1101,E,1101,,7,nonadaptive,C,1.0,0.2,1.0,0.7089280000000002,1,1.0,0.0,0.0,0.0
trace-10,synthetic-E-1101,E,1101,,8,nonadaptive,C,1.0,0.2,1.0,0.7671424000000002,1,1.0,0.0,0.0,0.0
trace-10,synthetic-E-1101,E,1101,,9,nonadaptive,D,2.0,0.2,1.0,0.8137139200000003,1,0.0,0.0,1.0,0.0
trace-10,synthetic-E-1101,E,1101,,10,nonadaptive,D,2.0,0.2,1.0,0.8509711360000003,1,0.0,0.0,1.0,0.0
trace-11,synthetic-E-1102,E,1102,,1,adaptive,D,3.0,0.2,1.0,0.5,1,0.0,0.0,1.0,0.0
trace-11,synthetic-E-1102,E,1102,,2,adaptive,D,3.0,0.2,1.0,0.6000000000000001,1,0.0,0.0,1.0,0.0
trace-11,synthetic-E-1102,E,1102,,3,adaptive,C,2.0,0.2,1.0,0.6800000000000002,1,1.0,0.0,0.0,0.0
trace-11,synthetic-E-1102,E,1102,,4,adaptive,C,2.0,0.2,1.0,0.7440000000000002,1,1.0,0.0,0.0,0.0
trace-11,synthetic-E-1102,E,1102,,5,adaptive,D,0.0,0.2,0.0,0.7952000000000001,1,0.0,0.0,0.0,1.0
trace-11,synthetic-E-1102,E,1102,,6,adaptive,D,3.0,0.2,1.0,0.6361600000000002,1,0.0,0.0,1.0,0.0
trace-11,synthetic-E-1102,E,1102,,7,nonadaptive,C,-1.0,0.2,0.0,0.7089280000000002,1,0.0,1.0,0.0,0.0
trace-11,synthetic-E-1102,E,1102,,8,nonadaptive,C,-1.0,0.2,0.0,0.5671424000000002,1,0.0,1.0,0.0,0.0
trace-11,synthetic-E-1102,E,1102,,9,nonadaptive,D,0.0,0.2,0.0,0.45371392000000016,1,0.0,0.0,0.0,1.0
trace-11,synthetic-E-1102,E,1102,,10,nonadaptive,D,0.0,0.2,0.0,0.36297113600000014,1,0.0,0.0,0.0,1.0
trace-12,synthetic-E-1103,E,1103,,1,nonadaptive,D,0.0,0.2,0.0,0.5,1,0.0,0.0,0.0,1.0
trace-12,synthetic-E-1103,E,1103,,2,nonadaptive,D,0.0,0.2,0.0,0.4,1,0.0,0.0,0.0,1.0
trace-12,synthetic-E-1103,E,1103,,3,nonadaptive,C,-1.0,0.2,0.0,0.32000000000000006,1,0.0,1.0,0.0,0.0
trace-12,synthetic-E-1103,E,1103,,4,nonadaptive,C,-1.0,0.2,0.0,0.25600000000000006,1,0.0,1.0,0.0,0.0
trace-12,synthetic-E-1103,E,1103,,5,nonadaptive,D,0.0,0.2,0.0,0.20480000000000007,1,0.0,0.0,0.0,1.0
trace-12,synthetic-E-1103,E,1103,,6,nonadaptive,D,0.0,0.2,0.0,0.16384000000000007,1,0.0,0.0,0.0,1.0
trace-12,synthetic-E-1103,E,1103,,7,adaptive,C,4.0,0.2,1.0,0.13107200000000005,1,1.0,0.0,0.0,0.0
trace-12,synthetic-E-1103,E,1103,,8,adaptive,C,4.0,0.2,1.0,0.30485760000000006,1,1.0,0.0,0.0,0.0
trace-12,synthetic-E-1103,E,1103,,9,adaptive,D,5.0,0.2,1.0,0.44388608000000007,1,0.0,0.0,1.0,0.0
trace-12,synthetic-E-1103,E,1103,,10,adaptive,D,5.0,0.2,1.0,0.5551088640000001,1,0.0,0.0,1.0,0.0
